[2026-04-10T19:26:53,914-07:00] <load-db-privacy-tokens> DEBUG tasks  - Started task[load-db-privacy-tokens]
[2026-04-10T21:51:06,816-07:00] <duplicate-ip-service> DEBUG tasks  - Finished task[duplicate-ip-service] in 2 ms
[2026-04-10T21:51:08,051-07:00] <autolink-registry-flush> DEBUG tasks  - Started task[autolink-registry-flush]
[2026-04-10T21:51:08,052-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 1 ms
[2026-04-10T21:51:08,057-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T21:51:08,057-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 0 ms
[2026-04-10T21:51:08,060-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T21:51:08,060-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 0 ms
[2026-04-10T21:51:08,134-07:00] <print-time-series-cache-stats> DEBUG tasks  - Started task[print-time-series-cache-stats]
[2026-04-10T21:51:08,135-07:00] <print-time-series-cache-stats> DEBUG tasks  - Finished task[print-time-series-cache-stats] in 1 ms
[2026-04-10T21:51:08,135-07:00] <cache-stats> DEBUG tasks  - Started task[cache-stats]
[2026-04-10T21:51:08,136-07:00] <cache-stats> DEBUG tasks  - Finished task[cache-stats] in 1 ms
[2026-04-10T21:51:08,158-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T21:51:08,158-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 1 ms
[2026-04-10T21:51:08,468-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:51:08,469-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:51:13,469-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:51:13,470-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:51:16,737-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T21:51:16,739-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 2 ms
[2026-04-10T21:51:18,132-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T21:51:18,135-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 3 ms
[2026-04-10T21:51:18,156-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T21:51:18,157-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 1 ms
[2026-04-10T21:51:18,199-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T21:51:18,200-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 1 ms
[2026-04-10T21:51:18,470-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:51:18,471-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:51:23,471-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:51:23,472-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:51:28,471-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:51:28,472-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:51:33,472-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:51:33,473-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:51:36,773-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T21:51:36,774-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 1 ms
[2026-04-10T21:51:38,060-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T21:51:38,060-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60001ms. (0.0/fps)
[2026-04-10T21:51:38,060-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 0 ms
[2026-04-10T21:51:38,197-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T21:51:38,197-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(2)/200,  	queue=0/1000,	completed=45
[2026-04-10T21:51:38,197-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T21:51:38,198-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T21:51:38,198-07:00] <thread-monitor> INFO  tasks  - connector[support]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T21:51:38,198-07:00] <thread-monitor> INFO  tasks  - async[ws-notify]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T21:51:38,198-07:00] <thread-monitor> INFO  tasks  - async[inform_stat]	active=0(6)/6,  	queue=0/5,	completed=0
[2026-04-10T21:51:38,199-07:00] <thread-monitor> INFO  tasks  - async[external-cmd]	active=0(0)/0,  	queue=0/0,	completed=0
[2026-04-10T21:51:38,199-07:00] <thread-monitor> INFO  tasks  - async[firmware-dl]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T21:51:38,199-07:00] <thread-monitor> INFO  tasks  - async[event-async]	active=0(16)/16,  	queue=0,	completed=180
[2026-04-10T21:51:38,200-07:00] <thread-monitor> INFO  tasks  - scheduled[highest]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T21:51:38,200-07:00] <thread-monitor> INFO  tasks  - scheduled[standard]	active=1(2)/2,  	queue=37,	completed=350
[2026-04-10T21:51:38,200-07:00] <thread-monitor> INFO  tasks  - scheduled[lowest]	active=0(1)/1,  	queue=12,	completed=265
[2026-04-10T21:51:38,200-07:00] <thread-monitor> INFO  tasks  - scheduled[alarms]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T21:51:38,201-07:00] <thread-monitor> DEBUG tasks  - Finished task[thread-monitor] in 4 ms
[2026-04-10T21:51:38,473-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:51:38,474-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:51:43,474-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:51:43,475-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:51:48,476-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:51:48,477-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:51:53,477-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:51:53,478-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:51:58,477-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:51:58,477-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:52:03,478-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:52:03,478-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:52:06,774-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T21:52:06,774-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 0 ms
[2026-04-10T21:52:06,814-07:00] <duplicate-ip-service> DEBUG tasks  - Started task[duplicate-ip-service]
[2026-04-10T21:52:06,817-07:00] <duplicate-ip-service> DEBUG tasks  - Finished task[duplicate-ip-service] in 3 ms
[2026-04-10T21:52:08,049-07:00] <autolink-registry-flush> DEBUG tasks  - Started task[autolink-registry-flush]
[2026-04-10T21:52:08,050-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 1 ms
[2026-04-10T21:52:08,055-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T21:52:08,055-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 0 ms
[2026-04-10T21:52:08,059-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T21:52:08,059-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 0 ms
[2026-04-10T21:52:08,155-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T21:52:08,156-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 1 ms
[2026-04-10T21:52:08,479-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:52:08,479-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:52:13,480-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:52:13,480-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:52:16,736-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T21:52:16,738-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 2 ms
[2026-04-10T21:52:18,132-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T21:52:18,135-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 3 ms
[2026-04-10T21:52:18,154-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T21:52:18,155-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 1 ms
[2026-04-10T21:52:18,197-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T21:52:18,198-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 1 ms
[2026-04-10T21:52:18,481-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:52:18,481-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:52:23,482-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:52:23,482-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:52:28,480-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:52:28,480-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:52:33,481-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:52:33,481-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:52:36,772-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T21:52:36,773-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 1 ms
[2026-04-10T21:52:38,057-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T21:52:38,057-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60001ms. (0.0/fps)
[2026-04-10T21:52:38,058-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 1 ms
[2026-04-10T21:52:38,197-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T21:52:38,198-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(2)/200,  	queue=0/1000,	completed=45
[2026-04-10T21:52:38,198-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T21:52:38,199-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T21:52:38,199-07:00] <thread-monitor> INFO  tasks  - connector[support]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T21:52:38,200-07:00] <thread-monitor> INFO  tasks  - async[ws-notify]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T21:52:38,201-07:00] <thread-monitor> INFO  tasks  - async[inform_stat]	active=0(6)/6,  	queue=0/5,	completed=0
[2026-04-10T21:52:38,201-07:00] <thread-monitor> INFO  tasks  - async[external-cmd]	active=0(0)/0,  	queue=0/0,	completed=0
[2026-04-10T21:52:38,202-07:00] <thread-monitor> INFO  tasks  - async[firmware-dl]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T21:52:38,202-07:00] <thread-monitor> INFO  tasks  - async[event-async]	active=0(16)/16,  	queue=0,	completed=180
[2026-04-10T21:52:38,202-07:00] <thread-monitor> INFO  tasks  - scheduled[highest]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T21:52:38,203-07:00] <thread-monitor> INFO  tasks  - scheduled[standard]	active=1(2)/2,  	queue=37,	completed=363
[2026-04-10T21:52:38,203-07:00] <thread-monitor> INFO  tasks  - scheduled[lowest]	active=0(1)/1,  	queue=12,	completed=277
[2026-04-10T21:52:38,204-07:00] <thread-monitor> INFO  tasks  - scheduled[alarms]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T21:52:38,204-07:00] <thread-monitor> DEBUG tasks  - Finished task[thread-monitor] in 7 ms
[2026-04-10T21:52:38,482-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:52:38,482-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:52:43,483-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:52:43,484-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:52:48,484-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:52:48,484-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:52:53,485-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:52:53,485-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:52:58,485-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:52:58,486-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:53:03,486-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:53:03,487-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:53:06,773-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T21:53:06,773-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 0 ms
[2026-04-10T21:53:06,815-07:00] <duplicate-ip-service> DEBUG tasks  - Started task[duplicate-ip-service]
[2026-04-10T21:53:06,817-07:00] <duplicate-ip-service> DEBUG tasks  - Finished task[duplicate-ip-service] in 2 ms
[2026-04-10T21:53:08,047-07:00] <autolink-registry-flush> DEBUG tasks  - Started task[autolink-registry-flush]
[2026-04-10T21:53:08,048-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 1 ms
[2026-04-10T21:53:08,053-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T21:53:08,053-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 0 ms
[2026-04-10T21:53:08,057-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T21:53:08,057-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 0 ms
[2026-04-10T21:53:08,154-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T21:53:08,154-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 0 ms
[2026-04-10T21:53:08,487-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:53:08,488-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:53:13,488-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:53:13,489-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:53:16,735-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T21:53:16,737-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 2 ms
[2026-04-10T21:53:18,132-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T21:53:18,135-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 3 ms
[2026-04-10T21:53:18,152-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T21:53:18,152-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 0 ms
[2026-04-10T21:53:18,195-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T21:53:18,195-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 0 ms
[2026-04-10T21:53:18,489-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:53:18,490-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:53:23,491-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:53:23,492-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:53:28,491-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:53:28,492-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:53:33,492-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:53:33,493-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:53:36,773-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T21:53:36,773-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 0 ms
[2026-04-10T21:53:38,057-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T21:53:38,058-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60002ms. (0.0/fps)
[2026-04-10T21:53:38,059-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 2 ms
[2026-04-10T21:53:38,203-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T21:53:38,204-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(2)/200,  	queue=0/1000,	completed=45
[2026-04-10T21:53:38,205-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T21:53:38,205-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T21:53:38,205-07:00] <thread-monitor> INFO  tasks  - connector[support]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T21:53:38,206-07:00] <thread-monitor> INFO  tasks  - async[ws-notify]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T21:53:38,206-07:00] <thread-monitor> INFO  tasks  - async[inform_stat]	active=0(6)/6,  	queue=0/5,	completed=0
[2026-04-10T21:53:38,206-07:00] <thread-monitor> INFO  tasks  - async[external-cmd]	active=0(0)/0,  	queue=0/0,	completed=0
[2026-04-10T21:53:38,207-07:00] <thread-monitor> INFO  tasks  - async[firmware-dl]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T21:53:38,207-07:00] <thread-monitor> INFO  tasks  - async[event-async]	active=0(16)/16,  	queue=0,	completed=180
[2026-04-10T21:53:38,207-07:00] <thread-monitor> INFO  tasks  - scheduled[highest]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T21:53:38,208-07:00] <thread-monitor> INFO  tasks  - scheduled[standard]	active=1(2)/2,  	queue=37,	completed=376
[2026-04-10T21:53:38,208-07:00] <thread-monitor> INFO  tasks  - scheduled[lowest]	active=0(1)/1,  	queue=12,	completed=289
[2026-04-10T21:53:38,208-07:00] <thread-monitor> INFO  tasks  - scheduled[alarms]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T21:53:38,208-07:00] <thread-monitor> DEBUG tasks  - Finished task[thread-monitor] in 5 ms
[2026-04-10T21:53:38,493-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:53:38,494-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:53:43,495-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:53:43,496-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 2 ms
[2026-04-10T21:53:48,498-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:53:48,498-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:53:53,499-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:53:53,499-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:53:58,498-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:53:58,498-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:54:03,498-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:54:03,499-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:54:06,772-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T21:54:06,772-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 0 ms
[2026-04-10T21:54:06,815-07:00] <duplicate-ip-service> DEBUG tasks  - Started task[duplicate-ip-service]
[2026-04-10T21:54:06,818-07:00] <duplicate-ip-service> DEBUG tasks  - Finished task[duplicate-ip-service] in 3 ms
[2026-04-10T21:54:08,045-07:00] <autolink-registry-flush> DEBUG tasks  - Started task[autolink-registry-flush]
[2026-04-10T21:54:08,045-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 0 ms
[2026-04-10T21:54:08,051-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T21:54:08,051-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 0 ms
[2026-04-10T21:54:08,055-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T21:54:08,055-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 0 ms
[2026-04-10T21:54:08,152-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T21:54:08,152-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 0 ms
[2026-04-10T21:54:08,499-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:54:08,501-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 2 ms
[2026-04-10T21:54:13,501-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:54:13,502-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:54:16,735-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T21:54:16,736-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 1 ms
[2026-04-10T21:54:18,132-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T21:54:18,134-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 2 ms
[2026-04-10T21:54:18,150-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T21:54:18,150-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 0 ms
[2026-04-10T21:54:18,193-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T21:54:18,193-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 0 ms
[2026-04-10T21:54:18,502-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:54:18,504-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 2 ms
[2026-04-10T21:54:23,505-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:54:23,505-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T21:54:28,504-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:54:28,505-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:54:33,506-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T21:54:33,506-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T21:54:36,772-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T21:54:36,773-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 2 ms
[2026-04-10T21:54:38,057-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T21:54:38,058-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60002ms. (0.0/fps)
[2026-04-10T21:54:38,058-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 1 ms
[2026-04-10T21:54:38,205-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T21:54:38,206-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(2)/200,  	queue=0/1000,	completed=45
[2026-04-10T21:54:38,206-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T21:54:38,206-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T21:54:38,207-07:00] <thread-monitor> INFO  tasks  - connector[support]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T21:54:38,207-07:00] <thread-monitor> INFO  tasks  - async[ws-notify]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T21:54:38,207-07:00] <thread-monitor> INFO  tasks  - async[inform_stat]	active=0(6)/6,  	queue=0/5,	completed=0
[2026-04-10T21:54:38,207-07:00] <thread-monitor> INFO  tasks  - async[external-cmd]	active=0(0)/0,  	queue=0/0,	completed=0
[2026-04-10T21:54:38,208-07:00] <thread-monitor> INFO  tasks  - async[firmware-dl]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T21:54:38,208-07:00] <thread-monitor> INFO  tasks  - async[event-async]	active=0(16)/16,  	queue=0,	completed=180
[2026-04-10T21:54:38,208-07:00] <thread-monitor> INFO  tasks  - scheduled[highest]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T21:54:38,208-07:00] <thread-monitor> INFO  tasks  - scheduled[standard]	active=1(2)/2,  	queue=37,	completed=389
[2026-04-10T21:54:38,209-07:00] <thread-monitor> INFO  tasks  - scheduled[lowest]	active=0(1)/1,  	queue=12,	completed=301
[2026-04-10T21:54:38,209-07:00] <thread-monitor> INFO  tasks  - scheduled[alarms]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T21:54:38,209-07:00] <thread-monitor> DEBUG tasks  - Finished task[thread-monitor] in 4 ms
